M_sw,M_vlsi,bridge_reason,decision
attacker_controlled_update_path,redundant_logic_payload,Attacker-controlled update path can deliver an artifact carrying hidden or redundant payload logic,keep
attacker_controlled_update_path,hard_to_excite_trigger_signal,Attacker-controlled update path can deliver an artifact containing hard-to-excite trigger signals,review
attacker_controlled_update_path,untestable_or_suspicious_logic,Attacker-controlled update path can deliver an artifact containing suspicious or difficult-to-test logic,keep
attacker_controlled_update_path,malicious_design_alteration_before_fabrication,Attacker-controlled update path can deliver a maliciously altered design artifact before fabrication,keep
attacker_controlled_update_path,original_circuitry_modification,Attacker-controlled update path can deliver an artifact with modified circuit content,keep
attacker_controlled_update_path,add_remove_or_bypass_logic,Attacker-controlled update path can deliver an artifact that adds removes or bypasses design logic,keep
attacker_controlled_update_path,presynthesis_structural_manipulation,Attacker-controlled update path can deliver an artifact with manipulated design structure before synthesis,keep
attacker_controlled_update_path,fsm_state_manipulation,Attacker-controlled update path can deliver an artifact that alters FSM behavior,keep
attacker_controlled_update_path,embedded_trojan_states,Attacker-controlled update path can deliver an artifact containing hidden Trojan FSM states,keep
attacker_controlled_update_path,hidden_fsm_driver,Attacker-controlled update path can deliver an artifact with hidden driver behavior inside FSM logic,keep
attacker_controlled_update_path,unremovable_trojan_in_functionality,Attacker-controlled update path can deliver an artifact where Trojan behavior is merged with intended functionality,keep
attacker_controlled_update_path,rtl_design_attack,Attacker-controlled update path can deliver modified RTL or design logic,keep
attacker_controlled_update_path,functional_test_evasion,Attacker-controlled update path can deliver an artifact designed to pass functional tests while hiding malicious behavior,review
attacker_controlled_update_path,malicious_firmware_modification,Attacker-controlled update path can deliver modified firmware or bitstream-like content,keep
attacker_controlled_update_path,trojan_delayed_disable_or_destroy,Attacker-controlled update path can deliver Trojan behavior that disables or destroys functionality later,review
attacker_controlled_update_path,trojan_covert_information_leakage,Attacker-controlled update path can deliver Trojan behavior that leaks confidential information,keep
attacker_controlled_update_path,security_asset_leakage_to_observable_points,Attacker-controlled update path can deliver an artifact that exposes security assets at observable points,review
attacker_controlled_update_path,break_intended_execution_flow,Attacker-controlled update path can deliver an artifact that alters intended control or execution behavior,keep
attacker_controlled_update_path,power_or_time_side_channel_exposure,Attacker-controlled update path can deliver an artifact that introduces power or timing side-channel exposure,review
attacker_controlled_reused_version_artifact,illegal_access_or_use_of_design_ip,Attacker-controlled reused-version artifact can access design or IP files when consumed in the VLSI flow,review
attacker_controlled_reused_version_artifact,design_ip_extraction,Attacker-controlled reused-version artifact can extract design IP during downstream use,review
attacker_controlled_reused_version_artifact,unauthorized_design_copying,Attacker-controlled reused-version artifact can copy design artifacts available during execution,review
attacker_controlled_reused_version_artifact,ic_functionality_or_feature_modification,Attacker-controlled reused-version artifact can modify IC functionality or design features while appearing to be an expected version,keep
attacker_controlled_reused_version_artifact,malicious_hardware_component_insertion,Attacker-controlled reused-version artifact can contain malicious hardware logic or components,keep
attacker_controlled_reused_version_artifact,extra_functionality_in_hardware,Attacker-controlled reused-version artifact can introduce extra hardware functionality beyond the intended design,keep
attacker_controlled_reused_version_artifact,additional_functionality_in_implementation,Attacker-controlled reused-version artifact can add unintended functionality to the implementation,keep
attacker_controlled_reused_version_artifact,extra_behavior_beyond_specification,Attacker-controlled reused-version artifact can create behavior beyond the intended specification,keep
attacker_controlled_reused_version_artifact,unprotected_confidential_data_path,Attacker-controlled reused-version artifact can weaken protection around confidential data paths,review
attacker_controlled_reused_version_artifact,redundant_logic_payload,Attacker-controlled reused-version artifact can carry hidden or redundant payload logic,keep
